-1.521524180277177063e+00 -8.783928608160603835e-01 -6.220956482279023092e-01
-1.141714455271654938e+00 -8.764094823395913725e-01 -6.212381419415891060e-01
-7.599088645094121963e-01 -8.765850196240682068e-01 -6.187014137780295631e-01
-3.807521696376245379e-01 -8.794648267078762904e-01 -6.216813070190343460e-01
2.073281481115438890e-03 -8.769422874822574432e-01 -6.199101459664208003e-01
-1.331165204303788485e+00 -5.495386783487414828e-01 -6.193780223004602403e-01
-9.493597611574582373e-01 -5.495413019657290343e-01 -6.197837741302680836e-01
-5.693072885496257562e-01 -5.496657615589276569e-01 -6.195337303206611690e-01
-1.916565672910738871e-01 -5.490292959507154791e-01 -6.192497234383580462e-01
1.884526809221525601e-01 -5.493705433558421225e-01 -6.192488151972500576e-01
-1.138457615070103568e+00 -2.208938451023781668e-01 -6.194114714093552632e-01
-7.587164921322591127e-01 -2.204041227111922518e-01 -6.217865632753991623e-01
-3.808872411817045278e-01 -2.184480976107222305e-01 -6.208193746934608237e-01
-2.150020605992563304e-03 -2.183895559921719687e-01 -6.213236101011727630e-01
3.790910320714187542e-01 -2.183339159410727925e-01 -6.226515748213280466e-01
-9.499440875472752177e-01 1.069971856719912490e-01 -6.211984524958271692e-01
-5.692814851655563224e-01 1.101401245554113756e-01 -6.192346720723217457e-01
-1.891122026775115261e-01 1.102087335664443668e-01 -6.213046559395183355e-01
1.887798664371837798e-01 1.088940011055928997e-01 -6.203409169480049723e-01
5.702680251176308612e-01 1.084215219775264555e-01 -6.191206568411634636e-01
-7.606759654085766265e-01 4.409173249787745053e-01 -6.192030884501588117e-01
-3.810211356258555448e-01 4.378594741206868757e-01 -6.224713926311523648e-01
-9.571901047816672994e-04 4.375044440215680730e-01 -6.194988932343804544e-01
3.815465017223713118e-01 4.397129556447337273e-01 -6.188447333305897580e-01
7.607179472607606963e-01 4.401293595537897896e-01 -6.220413067013196295e-01
-1.331115015046093975e+00 -7.691045025055818218e-01 -3.116416346558277262e-01
-9.491923074435560936e-01 -7.661146299483660993e-01 -3.090032142396886838e-01
-5.707889350602708411e-01 -7.684001494135931365e-01 -3.110357743539855502e-01
-1.898166764919441973e-01 -7.662584009673957253e-01 -3.086185403014493622e-01
1.911445407565437737e-01 -7.693861801664328981e-01 -3.100246535498389910e-01
-1.141440778243789200e+00 -4.383231261570421089e-01 -3.114773248822990670e-01
-7.586657042926046035e-01 -4.384981988272180220e-01 -3.104924746820180714e-01
-3.788359506237147234e-01 -4.378606945441255172e-01 -3.108005384160160145e-01
7.957013019376839519e-04 -4.392364880762383295e-01 -3.096130571205050752e-01
3.772932201441145383e-01 -4.386093846897814452e-01 -3.111106493929384764e-01
-9.489334505489908089e-01 -1.079893058727772609e-01 -3.096007708459956320e-01
-5.714237870876105463e-01 -1.089382004489193867e-01 -3.089783370356528613e-01
-1.879791574543318855e-01 -1.094724078815953738e-01 -3.109289434925517348e-01
1.905377025540247737e-01 -1.109386034626693718e-01 -3.111835561983820608e-01
5.709948757162749411e-01 -1.099980952814389734e-01 -3.104710148728815344e-01
-7.588401466474262724e-01 2.205153285900117166e-01 -3.090851132468154794e-01
-3.796603805563549261e-01 2.181729063245971545e-01 -3.108978909785872768e-01
1.849127149129088958e-03 2.180599262256052440e-01 -3.090060131211693206e-01
3.804996938513386939e-01 2.208324389454790204e-01 -3.106636739789608304e-01
7.607638280916150242e-01 2.183556222730559937e-01 -3.085591748989785499e-01
-5.683828150310750171e-01 5.481293226177090805e-01 -3.111542366767956480e-01
-1.889215707613487727e-01 5.499224548355897690e-01 -3.094623761858389943e-01
1.908368485882515897e-01 5.483374909748279791e-01 -3.105281865013864162e-01
5.701026830830113745e-01 5.478105118226417325e-01 -3.122079082686229357e-01
9.493034759549255908e-01 5.496185241602750127e-01 -3.091312334093691550e-01
-1.141296637222964261e+00 -6.574100354871030838e-01 -7.591774376758210268e-04
-7.613520069016836977e-01 -6.571819204375549672e-01 8.365777312833007568e-04
-3.807864143485408248e-01 -6.590736037960023275e-01 -6.198705964943743065e-04
-9.622421589206631761e-04 -6.594915123008222579e-01 3.441788695018087123e-04
3.807522439286922800e-01 -6.568155155505174259e-01 1.406727660034698532e-03
-9.484609169334097256e-01 -3.284972187050400061e-01 -3.062033676479097377e-04
-5.695748269175961997e-01 -3.298671720693294729e-01 -2.669954028900730974e-04
-1.907113589253857933e-01 -3.298687836877450819e-01 7.133313768931164251e-04
1.894105986372861261e-01 -3.275676595987908613e-01 -8.513686031770752605e-04
5.708098550856890441e-01 -3.275342872167305019e-01 -1.625993002102082020e-03
-7.616490576752443786e-01 -7.416677365714180068e-04 -8.200714166602188215e-04
-3.796081730234485141e-01 -1.681367019750995128e-03 1.115649511893775222e-03
7.877638245463883335e-04 -7.687524887063264256e-04 -8.768956764710556439e-04
3.788082509400097497e-01 1.294783451445618606e-03 -1.301960047368937775e-03
7.591183196185269377e-01 -3.842099655147764676e-04 9.071058147405256520e-04
-5.689052625892572213e-01 3.302026635424705203e-01 -1.535169698565926315e-03
-1.907627200847621940e-01 3.299242440060479176e-01 2.456092273824335599e-03
1.893231444212625236e-01 3.271011379281198450e-01 1.608144611065839792e-03
5.706063850693641193e-01 3.297650023410024223e-01 1.052267863617679933e-03
9.511873365939551572e-01 3.282109174329098100e-01 1.038928589595244098e-03
-3.781627429854675926e-01 6.571125843530409849e-01 1.678851090853336224e-03
-6.143857717645050120e-04 6.571321919596671002e-01 8.207742299743315964e-04
3.793653218347470824e-01 6.562908057893696023e-01 -4.156918909950248729e-04
7.588463664597582259e-01 6.595305067259609189e-01 7.933832758759721757e-04
1.139254038704976324e+00 6.601878639191030018e-01 -1.509621339772650823e-03
-9.493019060073840665e-01 -5.478672727959819078e-01 3.091701069645629851e-01
-5.691060570754155057e-01 -5.488441748760110039e-01 3.109924110829302424e-01
-1.911064376642984675e-01 -5.497702195759390786e-01 3.091687916563584659e-01
1.888914155447519172e-01 -5.502730179782662212e-01 3.112374283437437383e-01
5.703948825008510193e-01 -5.483653569547279893e-01 3.094074678534983747e-01
-7.585629639588986617e-01 -2.205636361973851989e-01 3.085865374804602212e-01
-3.789523196813484041e-01 -2.187921191765223872e-01 3.101773383824775188e-01
2.341553141333498902e-04 -2.204550870429931031e-01 3.112473568384915290e-01
3.807064458948434815e-01 -2.182892315512204584e-01 3.110337518765028952e-01
7.584095417154166352e-01 -2.186864264142261705e-01 3.109082479081050621e-01
-5.707404435874632309e-01 1.091243586918631131e-01 3.086414847422115915e-01
-1.908184089869216782e-01 1.089426377903123661e-01 3.115945642755054701e-01
1.886684156004479751e-01 1.114390431493813283e-01 3.093002924892315764e-01
5.684604511722267661e-01 1.110005447135459788e-01 3.097673662494019875e-01
9.505280173563641632e-01 1.100708779691355471e-01 3.098543551899806126e-01
-3.799753251036950275e-01 4.381322800926299443e-01 3.107371648750925641e-01
1.283779123312228133e-03 4.397978440689852553e-01 3.091239120787872552e-01
3.791293791558425497e-01 4.393353463842247786e-01 3.109529198558843577e-01
7.591641317733366368e-01 4.376922909295521968e-01 3.117423611536128125e-01
1.141290074666401422e+00 4.381584140884302037e-01 3.093662872294840605e-01
-1.893215532326653350e-01 7.696092183818282750e-01 3.123564615854802495e-01
1.888143473056173860e-01 7.671608701663226171e-01 3.101553339240519791e-01
5.709121597524612346e-01 7.665533821697653183e-01 3.084280446848289836e-01
9.502337690265230119e-01 7.687642902742832796e-01 3.092852910298375391e-01
1.329363803206474293e+00 7.675925259609093221e-01 3.098587781193288815e-01
-7.588017371238959807e-01 -4.391911886529650810e-01 6.202038524359860805e-01
-3.805327268786047878e-01 -4.385274614403582571e-01 6.226745702514612235e-01
7.912469925072553164e-04 -4.399611771587258469e-01 6.209070665018669999e-01
3.787471622683494243e-01 -4.371164780355474289e-01 6.191059629342954285e-01
7.590049624774080073e-01 -4.368683994323210862e-01 6.189753591257955989e-01
-5.706620259351224966e-01 -1.079588883205246513e-01 6.201662283701868672e-01
-1.884316624865588763e-01 -1.089809129025910983e-01 6.197273801573833785e-01
1.893254296845042206e-01 -1.085776323164261564e-01 6.202954705815745262e-01
5.696128715951469523e-01 -1.094263997714257780e-01 6.202887966243519902e-01
9.506094977154413428e-01 -1.089665686902191455e-01 6.203726622344841735e-01
-3.781610914526010170e-01 2.204175385942514220e-01 6.195771359101235332e-01
1.434355759750001198e-03 2.185571301045807213e-01 6.195758095923807884e-01
3.791912114903391862e-01 2.202302218357932717e-01 6.199302489451007370e-01
