2.0000e-02	1.9262e+04	3.9873e+02	5.6048e+04	0.0000e+00
1.0020e+01	7.1265e+19	7.0903e+19	1.0742e+18	6.5807e+10
2.0020e+01	4.1839e+20	4.1803e+20	1.0742e+18	1.5979e+11
3.0020e+01	1.0547e+21	1.0544e+21	1.0742e+18	2.5377e+11
4.0020e+01	1.9803e+21	1.9799e+21	1.0742e+18	3.4775e+11
5.0020e+01	3.1951e+21	3.1947e+21	1.0742e+18	4.4173e+11
6.0020e+01	4.6991e+21	4.6987e+21	1.0742e+18	5.3571e+11
7.0020e+01	6.4923e+21	6.4919e+21	1.0742e+18	6.2969e+11
8.0020e+01	8.5747e+21	8.5743e+21	1.0742e+18	7.2367e+11
9.0020e+01	1.0946e+22	1.0946e+22	1.0741e+18	8.1765e+11
1.0002e+02	1.3607e+22	1.3607e+22	1.0741e+18	9.1163e+11
1.1002e+02	1.6557e+22	1.6557e+22	1.0741e+18	1.0056e+12
1.2002e+02	1.9796e+22	1.9796e+22	1.0741e+18	1.0996e+12
1.3002e+02	2.3325e+22	2.3324e+22	1.0741e+18	1.1936e+12
1.4002e+02	2.7142e+22	2.7142e+22	1.0741e+18	1.2875e+12
1.5002e+02	3.1249e+22	3.1249e+22	1.0741e+18	1.3815e+12
1.6002e+02	3.5645e+22	3.5644e+22	1.0741e+18	1.4755e+12
1.7002e+02	4.0330e+22	4.0329e+22	1.0741e+18	1.5695e+12
1.8002e+02	4.5304e+22	4.5304e+22	1.0741e+18	1.6634e+12
1.9002e+02	5.0567e+22	5.0567e+22	1.0741e+18	1.7574e+12
2.0002e+02	5.6120e+22	5.6120e+22	1.0740e+18	1.8514e+12
2.1002e+02	6.1962e+22	6.1961e+22	1.0740e+18	1.9454e+12
2.2002e+02	6.8093e+22	6.8092e+22	1.0740e+18	2.0393e+12
2.3002e+02	7.4513e+22	7.4512e+22	1.0740e+18	2.1333e+12
2.4002e+02	8.1222e+22	8.1222e+22	1.0740e+18	2.2273e+12
2.5002e+02	8.8220e+22	8.8220e+22	1.0740e+18	2.3213e+12
2.6002e+02	9.5508e+22	9.5507e+22	1.0740e+18	2.4152e+12
2.7002e+02	1.0308e+23	1.0308e+23	1.0740e+18	2.5092e+12
2.8002e+02	1.1095e+23	1.1095e+23	1.0740e+18	2.6032e+12
2.9002e+02	1.1910e+23	1.1910e+23	1.0740e+18	2.6972e+12
3.0002e+02	1.2755e+23	1.2755e+23	1.0740e+18	2.7911e+12
3.1002e+02	1.3628e+23	1.3628e+23	1.0740e+18	2.8851e+12
3.2002e+02	1.4530e+23	1.4530e+23	1.0739e+18	2.9791e+12
3.3002e+02	1.5462e+23	1.5462e+23	1.0739e+18	3.0730e+12
3.4002e+02	1.6422e+23	1.6422e+23	1.0739e+18	3.1670e+12
3.5002e+02	1.7411e+23	1.7411e+23	1.0739e+18	3.2610e+12
3.6002e+02	1.8428e+23	1.8428e+23	1.0739e+18	3.3550e+12
3.7002e+02	1.9475e+23	1.9475e+23	1.0739e+18	3.4489e+12
3.8002e+02	2.0551e+23	2.0551e+23	1.0739e+18	3.5429e+12
3.9002e+02	2.1655e+23	2.1655e+23	1.0739e+18	3.6369e+12
4.0002e+02	2.2789e+23	2.2789e+23	1.0739e+18	3.7308e+12
4.1002e+02	2.3951e+23	2.3951e+23	1.0739e+18	3.8248e+12
4.2002e+02	2.5143e+23	2.5143e+23	1.0739e+18	3.9188e+12
4.3002e+02	2.6363e+23	2.6363e+23	1.0738e+18	4.0127e+12
4.4002e+02	2.7612e+23	2.7612e+23	1.0738e+18	4.1067e+12
4.5002e+02	2.8890e+23	2.8890e+23	1.0738e+18	4.2007e+12
4.6002e+02	3.0197e+23	3.0197e+23	1.0738e+18	4.2946e+12
4.7002e+02	3.1533e+23	3.1533e+23	1.0738e+18	4.3886e+12
4.8002e+02	3.2898e+23	3.2898e+23	1.0738e+18	4.4825e+12
4.9002e+02	3.4291e+23	3.4291e+23	1.0738e+18	4.5765e+12
5.0002e+02	3.5714e+23	3.5714e+23	1.0738e+18	4.6705e+12
5.1002e+02	3.7165e+23	3.7165e+23	1.0738e+18	4.7644e+12
5.2002e+02	3.8646e+23	3.8646e+23	1.0738e+18	4.8584e+12
5.3002e+02	4.0155e+23	4.0155e+23	1.0738e+18	4.9524e+12
5.4002e+02	4.1693e+23	4.1693e+23	1.0737e+18	5.0463e+12
5.5002e+02	4.3260e+23	4.3260e+23	1.0737e+18	5.1403e+12
5.6002e+02	4.4856e+23	4.4856e+23	1.0737e+18	5.2343e+12
5.7002e+02	4.6481e+23	4.6481e+23	1.0737e+18	5.3282e+12
5.8002e+02	4.8135e+23	4.8135e+23	1.0737e+18	5.4222e+12
5.9002e+02	4.9818e+23	4.9818e+23	1.0737e+18	5.5161e+12
6.0002e+02	5.1529e+23	5.1529e+23	1.0737e+18	5.6101e+12
6.1002e+02	5.3270e+23	5.3270e+23	1.0737e+18	5.7041e+12
6.2002e+02	5.5039e+23	5.5039e+23	1.0737e+18	5.7980e+12
6.3002e+02	5.6838e+23	5.6838e+23	1.0737e+18	5.8920e+12
6.4002e+02	5.8665e+23	5.8665e+23	1.0737e+18	5.9859e+12
6.5002e+02	6.0521e+23	6.0521e+23	1.0737e+18	6.0799e+12
6.6002e+02	6.2406e+23	6.2406e+23	1.0736e+18	6.1738e+12
6.7002e+02	6.4320e+23	6.4320e+23	1.0736e+18	6.2678e+12
6.8002e+02	6.6263e+23	6.6263e+23	1.0736e+18	6.3618e+12
6.9002e+02	6.8234e+23	6.8234e+23	1.0736e+18	6.4557e+12
7.0002e+02	7.0235e+23	7.0235e+23	1.0736e+18	6.5497e+12
7.1002e+02	7.2264e+23	7.2264e+23	1.0736e+18	6.6436e+12
7.2002e+02	7.4323e+23	7.4323e+23	1.0736e+18	6.7376e+12
7.3002e+02	7.6410e+23	7.6410e+23	1.0736e+18	6.8315e+12
7.4002e+02	7.8526e+23	7.8526e+23	1.0736e+18	6.9255e+12
7.5002e+02	8.0671e+23	8.0671e+23	1.0736e+18	7.0194e+12
7.6002e+02	8.2845e+23	8.2845e+23	1.0736e+18	7.1134e+12
7.7002e+02	8.5048e+23	8.5048e+23	1.0735e+18	7.2073e+12
7.8002e+02	8.7280e+23	8.7280e+23	1.0735e+18	7.3013e+12
7.9002e+02	8.9541e+23	8.9541e+23	1.0735e+18	7.3953e+12
8.0002e+02	9.1830e+23	9.1830e+23	1.0735e+18	7.4892e+12
8.1002e+02	9.4149e+23	9.4149e+23	1.0735e+18	7.5832e+12
8.2002e+02	9.6496e+23	9.6496e+23	1.0735e+18	7.6771e+12
8.3002e+02	9.8872e+23	9.8872e+23	1.0735e+18	7.7711e+12
8.4002e+02	1.0128e+24	1.0128e+24	1.0735e+18	7.8650e+12
8.5002e+02	1.0371e+24	1.0371e+24	1.0735e+18	7.9590e+12
8.6002e+02	1.0617e+24	1.0617e+24	1.0735e+18	8.0529e+12
8.7002e+02	1.0867e+24	1.0867e+24	1.0735e+18	8.1469e+12
8.8002e+02	1.1119e+24	1.1119e+24	1.0734e+18	8.2408e+12
8.9002e+02	1.1374e+24	1.1374e+24	1.0734e+18	8.3348e+12
9.0002e+02	1.1632e+24	1.1632e+24	1.0734e+18	8.4287e+12
9.1002e+02	1.1892e+24	1.1892e+24	1.0734e+18	8.5227e+12
9.2002e+02	1.2156e+24	1.2156e+24	1.0734e+18	8.6166e+12
9.3002e+02	1.2422e+24	1.2422e+24	1.0734e+18	8.7105e+12
9.4002e+02	1.2692e+24	1.2692e+24	1.0734e+18	8.8045e+12
9.5002e+02	1.2964e+24	1.2964e+24	1.0734e+18	8.8984e+12
9.6002e+02	1.3239e+24	1.3239e+24	1.0734e+18	8.9924e+12
9.7002e+02	1.3517e+24	1.3517e+24	1.0734e+18	9.0863e+12
9.8002e+02	1.3798e+24	1.3798e+24	1.0734e+18	9.1803e+12
9.9002e+02	1.4082e+24	1.4082e+24	1.0733e+18	9.2742e+12
1.0000e+03	1.4369e+24	1.4369e+24	1.0733e+18	9.3682e+12
1.0100e+03	1.4659e+24	1.4659e+24	1.0733e+18	9.4621e+12
