2.0000e-03	1.6445e+03	-6.7614e+02	1.4894e+03	0.0000e+00
1.0002e+01	1.6444e+03	-6.1734e+02	1.4516e+03	0.0000e+00
2.0002e+01	1.6443e+03	-3.9901e+02	1.3114e+03	0.0000e+00
3.0002e+01	1.6447e+03	-7.3830e+00	1.0603e+03	0.0000e+00
4.0002e+01	1.6446e+03	1.1853e+02	9.7941e+02	0.0000e+00
5.0002e+01	1.6445e+03	1.1101e+01	1.0483e+03	0.0000e+00
6.0002e+01	1.6444e+03	-1.1749e+02	1.1308e+03	0.0000e+00
7.0002e+01	1.6445e+03	-1.7369e+02	1.1669e+03	0.0000e+00
8.0002e+01	1.6445e+03	-1.9609e+02	1.1813e+03	0.0000e+00
9.0002e+01	1.6445e+03	-2.0985e+02	1.1901e+03	0.0000e+00
1.0000e+02	1.6445e+03	-2.0926e+02	1.1898e+03	0.0000e+00
1.1000e+02	1.6445e+03	-2.1259e+02	1.1919e+03	0.0000e+00
1.2000e+02	1.6446e+03	-2.2749e+02	1.2015e+03	0.0000e+00
1.3000e+02	1.6445e+03	-2.6401e+02	1.2249e+03	0.0000e+00
1.4000e+02	1.6445e+03	-2.9092e+02	1.2422e+03	0.0000e+00
1.5000e+02	1.6446e+03	-2.9874e+02	1.2472e+03	0.0000e+00
1.6000e+02	1.6446e+03	-3.0377e+02	1.2504e+03	0.0000e+00
1.7000e+02	1.6446e+03	-3.0826e+02	1.2533e+03	0.0000e+00
1.8000e+02	1.6446e+03	-3.0386e+02	1.2505e+03	0.0000e+00
1.9000e+02	1.6446e+03	-2.8990e+02	1.2415e+03	0.0000e+00
2.0000e+02	1.6446e+03	-2.7625e+02	1.2328e+03	0.0000e+00
2.1000e+02	1.6446e+03	-2.7337e+02	1.2309e+03	0.0000e+00
2.2000e+02	1.6446e+03	-2.6820e+02	1.2276e+03	0.0000e+00
2.3000e+02	1.6446e+03	-2.5807e+02	1.2211e+03	0.0000e+00
2.4000e+02	1.6446e+03	-2.4720e+02	1.2141e+03	0.0000e+00
2.5000e+02	1.6446e+03	-2.3904e+02	1.2089e+03	8.8027e-01
2.6000e+02	1.6446e+03	-2.3035e+02	1.2033e+03	4.4441e+00
2.7000e+02	1.6446e+03	-2.1754e+02	1.1951e+03	7.5881e+00
2.8000e+02	1.6446e+03	-2.0135e+02	1.1847e+03	1.0000e+01
2.9000e+02	1.6446e+03	-1.8606e+02	1.1749e+03	1.1440e+01
3.0000e+02	1.6446e+03	-1.7566e+02	1.1682e+03	1.1766e+01
3.1000e+02	1.6446e+03	-1.7101e+02	1.1652e+03	1.0972e+01
3.2000e+02	1.6446e+03	-1.6867e+02	1.1637e+03	9.6507e+00
3.3000e+02	1.6446e+03	-1.6689e+02	1.1626e+03	8.3991e+00
3.4000e+02	1.6446e+03	-1.6397e+02	1.1607e+03	8.0211e+00
3.5000e+02	1.6446e+03	-1.5015e+02	1.1518e+03	1.0580e+01
3.6000e+02	1.6446e+03	-1.2948e+02	1.1386e+03	1.3727e+01
3.7000e+02	1.6446e+03	-1.1016e+02	1.1262e+03	1.5991e+01
3.8000e+02	1.6446e+03	-9.8215e+01	1.1185e+03	1.6964e+01
